Unnamed: 0,productid,imageid,description_clean_length_tokens,description_dedup_length_tokens,removed_words,removed_chars
55685,4017665621,1285837633,398,280,118,602
14914,4004072237,1275059311,384,270,114,602
55697,3842783218,1251476383,398,280,118,602
45840,3951005201,1268414827,475,375,100,601
16436,4168961370,1306896511,425,306,119,601
40379,4026079652,1277776486,292,185,107,600
48816,3986436903,1272017844,405,285,120,598
47071,3867156774,1255064958,353,261,92,598
42381,4026079757,1277776705,289,183,106,598
73163,4155420871,1302528140,548,440,108,596
61964,4171233401,1307348760,548,440,108,596
72944,3881729135,1257721952,548,440,108,596
61606,3868321004,1255110719,356,254,102,594
63811,3944541779,1267991223,281,193,88,594
717,4213271333,1317762934,422,292,130,592
3315,4184543874,1310711409,200,102,98,592
14635,4235891366,1324302400,414,304,110,590
1543,3847027140,1252097056,509,402,107,589
17397,3906641382,1262367094,167,77,90,586
25312,4006511100,1275649833,474,379,95,585
67452,4026079552,1277776364,271,171,100,582
40474,4150994232,1301514053,343,237,106,579
50241,4187123753,1311435233,561,453,108,575
32087,4211720597,1317316577,640,548,92,574
63777,3959384715,1269513955,500,397,103,574
62200,4186473653,1311216854,561,444,117,574
63265,3879893479,1257238722,475,379,96,571
1445,2658215736,1155682440,302,199,103,569
15839,4213268866,1317723895,398,284,114,568
4113,3871120198,1255796740,372,272,100,558
70886,4195807112,1312750375,479,385,94,557
3396,4057543704,1282539302,480,381,99,556
78911,3879894054,1257245788,499,400,99,555
10799,3604826894,1226995686,357,269,88,550
82665,3707074118,1236456574,359,271,88,550
32384,3955075582,1269011071,360,272,88,550
34274,3957461122,1269369427,357,269,88,550
21240,4193922882,1312265741,394,282,112,546
5225,4202303889,1314511987,353,253,100,544
70173,3874345489,1256840713,387,287,100,544
15313,4030633947,1278215771,276,183,93,542
76341,4079551091,1287879840,388,292,96,542
79585,3549075685,1220575697,1511,1410,101,542
71043,4150976076,1301314951,488,394,94,541
68469,4150978933,1301340303,488,394,94,541
36975,3837274767,1251003744,382,278,104,540
58275,3837274760,1251002954,382,278,104,540
29165,3831235744,1250254874,492,395,97,539
43706,4220452160,1318953804,365,259,106,538
1148,3879901291,1257252706,384,280,104,538
28823,4026077661,1277774515,244,159,85,537
34446,4202304486,1314540640,330,241,89,536
72320,3925282813,1264401687,366,272,94,536
20855,3875048193,1256818015,396,296,100,536
30033,3955075138,1269008594,500,402,98,535
54500,4052932338,1281712040,498,402,96,535
35422,4071378240,1287553346,302,196,106,534
61498,4026080034,1277777086,259,167,92,533
16267,4184606844,1310860246,475,380,95,532
23843,4026078888,1277775691,249,158,91,532
49478,4199252252,1313511125,476,381,95,532
50837,3893195230,1260284250,363,273,90,530
30541,4037573992,1279010155,373,277,96,528
31980,4058572508,1282755570,543,447,96,528
78850,4037576260,1279050817,368,272,96,528
40644,4058568152,1282720634,368,272,96,528
60571,4037578626,1279097220,368,272,96,528
45105,4058572491,1282755194,543,447,96,528
66616,4026077729,1277774768,244,159,85,528
77488,3871089974,1255742270,356,260,96,528
77062,4037578218,1279086616,543,447,96,528
63915,3727586987,1238295838,491,395,96,527
55151,4086228346,1289200459,361,269,92,526
23145,4086160437,1289759541,363,271,92,526
8428,3923547869,1264158167,453,367,86,525
50746,3995366811,1273993667,503,403,100,523
35672,4026079578,1277776410,250,161,89,522
33868,4037578376,1279090206,488,394,94,521
46804,3856810243,1253473480,503,408,95,517
84859,4026079601,1277776446,250,161,89,517
76273,4213274511,1317821257,466,380,86,516
6701,4145102417,1300144961,390,302,88,516
65167,4182275851,1310770305,485,392,93,513
5135,4026079291,1277775919,250,163,87,512
27734,4017682069,1285868084,162,46,116,512
12846,3908166291,1262478967,355,265,90,512
39004,4057543565,1282538227,484,387,97,511
9576,4187123028,1311429581,446,362,84,511
15697,4030630949,1278214805,249,160,89,510
83319,4236042205,1324106574,284,197,87,508
62236,4184382739,1310576465,539,443,96,507
49220,4250700207,1328683069,624,535,89,506
77654,3935892051,1266134376,317,226,91,503
71238,3816716448,1248714989,298,210,88,502
6538,4058285686,1282821384,498,394,104,501
7114,4227459374,1321670479,499,400,99,501
53010,4171425310,1307404334,496,403,93,499
67166,4058579830,1282832404,303,225,78,498
48330,3716308188,1237279672,482,389,93,498
30522,3866427771,1254815356,423,339,84,497
25537,4227438135,1321450486,335,249,86,496
10115,4007155833,1275631293,440,358,82,494
80332,4006540356,1275717613,440,358,82,494
72736,4007155837,1275631343,440,358,82,494
17814,1575703783,1091990011,176,90,86,493
60844,4012661948,1276308896,630,538,92,492
54380,3923099212,1264024139,437,358,79,492
2629,3908875687,1262539301,366,284,82,492
11997,3501781438,1217961909,206,124,82,491
64758,4202304259,1314528743,456,367,89,489
21385,4126965903,1295769394,468,381,87,489
72609,4061580054,1283474549,482,392,90,489
2411,3898726038,1261304588,494,397,97,487
51651,4057550366,1282568630,468,381,87,487
9065,4130473553,1296413085,359,277,82,486
60758,4035627402,1278514137,299,221,78,484
33794,4061624486,1283886071,207,117,90,484
46250,4250685334,1328409662,257,179,78,483
10494,4137060590,1297761128,272,198,74,482
60979,4026075625,1277771938,241,152,89,479
9415,3881320275,1257423107,414,338,76,478
11083,3859879038,1254480940,358,280,78,478
9666,3831236956,1250259904,625,538,87,476
5961,3842784374,1251478860,625,538,87,476
82393,4231840364,1323418240,457,369,88,475
27808,3942318707,1267314353,471,386,85,475
58964,3881993006,1257665201,457,369,88,475
45135,4012750057,1276354973,455,367,88,475
84390,4151001622,1301648701,474,386,88,475
51096,3992783635,1273744617,457,369,88,475
59531,4012750145,1276356427,455,367,88,475
53637,4006507906,1275629466,474,386,88,474
20558,3992805141,1273775296,289,213,76,474
27056,4044746302,1280403196,352,262,90,474
41002,4231853842,1323476849,459,371,88,474
84071,4011236406,1276131937,452,368,84,473
64187,3716121835,1212552254,590,511,79,472
55407,4209066471,1316480566,334,242,92,472
20877,4139507420,1298822306,348,276,72,472
34115,3879838151,1257214983,447,366,81,469
9027,4079436884,1287841691,436,359,77,468
71585,4004081306,1275104020,457,369,88,466
74376,4004080926,1275103470,457,369,88,466
70351,4003837380,1275052573,457,369,88,466
11795,4004082438,1275107044,457,369,88,466
65058,4003840449,1275071712,457,369,88,466
62745,4167130832,1306091966,308,221,87,464
66386,4012750545,1276358118,446,359,87,464
6970,4231848884,1323434696,449,362,87,464
39051,4012750497,1276357334,446,359,87,464
45321,4006497913,1275590270,472,390,82,464
20696,4127725641,1295960245,456,369,87,464
64977,3976960451,1271563202,546,446,100,464
58827,4012750495,1276357328,446,359,87,464
2007,3885552040,1258679881,449,362,87,464
47603,4231847688,1323429206,449,362,87,464
37303,3881319564,1257408697,457,376,81,463
79067,4022747922,1277461169,247,167,80,462
6080,4184545423,1310747703,332,256,76,462
72272,4088681498,1289674549,327,251,76,460
55504,4006491358,1275516164,345,269,76,458
64036,4058938894,1282747637,361,275,86,456
28731,3716553973,1237129606,329,247,82,456
3869,4146735599,1300461419,440,354,86,454
59213,4211715222,1317248033,515,431,84,454
33672,4146735528,1300461060,440,354,86,454
2735,4146735720,1300462082,441,355,86,454
28561,4151062991,1301453175,443,366,77,453
7587,4151062985,1301452983,443,366,77,453
34114,4170969406,1307232994,421,343,78,452
10036,4060835716,1283282539,338,256,82,452
14459,3898724669,1261417021,439,325,114,450
58897,4020104950,1277216835,258,172,86,450
63959,3898724661,1261416915,439,325,114,450
66442,3898724679,1261417135,439,325,114,450
12617,3898724668,1261417013,439,325,114,450
55294,3898724651,1261416801,439,325,114,450
82521,4169070422,1306717427,418,341,77,449
29512,4141676750,1299305645,460,382,78,449
15045,4086156981,1289730962,339,263,76,448
9088,4086224658,1289183341,339,263,76,448
48943,4189092652,1312021707,339,263,76,448
12692,4086156871,1289730122,339,263,76,448
48375,4189092682,1312021747,339,263,76,448
76770,4179604692,1309093511,261,185,76,447
75836,3997449018,1274140347,430,350,80,445
16218,4141673862,1299273589,435,363,72,445
26175,4184608476,1310875233,451,368,83,444
55785,3879902843,1257267413,661,580,81,444
49636,3885602798,1258510946,449,366,83,444
3723,4141675818,1299286443,451,368,83,444
68622,4177815839,1308790431,441,361,80,444
16379,4012661420,1276301956,465,376,89,443
11801,4143441903,1299728687,373,299,74,442
61835,4184608872,1310879088,447,372,75,442
71315,4199252808,1313553411,451,376,75,442
70805,4010225438,1276061437,631,549,82,440
25594,4058943691,1282768585,449,371,78,439
39887,4019796400,1277496143,558,478,80,438
37672,4076844707,1287490991,414,336,78,438
72529,1711737018,1100068103,494,415,79,437
14349,4022757241,1277565151,286,208,78,436
66460,3812896540,1247711290,396,327,69,436
60833,4229796119,1321970571,351,271,80,436
81314,4177785648,1308737047,625,544,81,436
15285,4177785662,1308738024,625,544,81,436
42244,4205114125,1315403427,170,158,12,434
39671,4205114276,1315405727,167,155,12,434
8761,4184608221,1310872401,439,366,73,434
26876,4205114113,1315403137,173,161,12,434
84092,4044748663,1280440365,438,358,80,433
21578,3883968236,1258280468,419,346,73,433
66334,3972162576,1270596810,418,343,75,432
49958,4212780743,1317401484,404,342,62,431
28917,4071378801,1287577230,346,264,82,430
10977,4058578518,1282813153,346,264,82,430
13181,4157458138,1303069994,330,258,72,426
66012,4137061539,1297802705,456,375,81,425
43965,4026078663,1277775607,231,152,79,425
72888,4193923572,1312271355,322,254,68,424
37607,4209068314,1316524593,310,242,68,424
43195,4240773346,1325223360,274,198,76,422
73401,3895425116,1260750525,348,270,78,422
75478,3879365401,1257151800,262,188,74,422
47685,4189039692,1311984071,346,268,78,422
65964,3944532736,1267873019,346,268,78,422
38807,3953976301,1269105485,350,272,78,422
39106,4071435559,1285915008,333,261,72,422
82577,4006494259,1275545532,374,288,86,420
44022,4060919086,1301430347,296,216,80,420
35055,4181945663,1309978794,245,183,62,420
2673,3837275026,1251016644,316,240,76,419
34386,731723724,1037515630,224,148,76,418
79723,4213276706,1317482452,625,552,73,418
62685,4058942860,1282759167,424,347,77,417
52648,4145102402,1300144662,369,281,88,416
76241,4037102797,1279205562,518,432,86,416
28915,4037102646,1279204550,518,432,86,416
43109,3868888328,1255191585,616,536,80,416
36728,3881988618,1257628996,519,433,86,416
18220,3992772039,1273660209,519,433,86,416
30394,4150999392,1301559863,411,339,72,416
20726,4011235741,1276129091,335,257,78,414
33597,4155420401,1302516577,333,261,72,414
36256,4026082256,1277781548,212,142,70,408
13544,3893197954,1260349753,607,524,83,408
23119,3708927306,1236532523,413,341,72,407
67718,3848187826,1252295329,509,431,78,406
68085,4050842334,1281773016,331,261,70,406
72984,3797080340,1246074397,332,262,70,406
77181,3930103788,1265378903,327,257,70,406
35626,4026079490,1277776075,198,133,65,405
81208,1842321402,1104741112,179,114,65,405
31080,4181948230,1310004018,392,324,68,404
38647,3976944898,1271551892,428,353,75,402
953,3930103968,1265381870,354,282,72,400
64500,4232366537,1324011903,510,438,72,400
12301,4026082213,1277781494,208,140,68,399
38954,4023547447,1277574647,336,266,70,396
24675,4195684367,1312663111,316,248,68,394
59033,3972428211,1270627026,345,273,72,394
57287,4006528809,1275680031,354,282,72,394
4549,3837275030,1251017128,310,237,73,393
55491,3837275033,1251017591,310,237,73,393
1469,4212779801,1317371133,411,333,78,390
25735,991282994,1052652993,203,133,70,388
21140,4079551084,1287879542,501,408,93,387
53562,4006527466,1275673903,339,265,74,386
41426,4165669220,1305421283,145,79,66,386
38432,4006541365,1275724139,341,273,68,384
8664,3748061254,1240669573,312,246,66,384
64816,1989301916,1118916103,309,239,70,383
25642,4017672662,1285851326,1013,947,66,382
57677,3883433000,1258387628,442,366,76,381
16548,3881319952,1257416552,406,337,69,381
41955,3682507446,1233846455,400,340,60,381
63422,3847033744,1252138405,406,337,69,381
2106,3866823330,1254917821,310,244,66,380
6181,4050851065,1281303038,459,386,73,379
64367,3748207425,1240730159,584,518,66,377
7151,3894930914,1260294037,325,261,64,372
77635,4058943365,1282761731,421,350,71,370
11871,4157524000,1303235382,400,336,64,370
36155,4037441989,1279327095,413,349,64,369
65288,4197670624,1313395692,432,360,72,368
21947,3868624182,1255285314,317,251,66,368
1243,3887597811,1258995857,420,357,63,366
36053,4182269054,1310688106,343,279,64,366
21825,3894927471,1260251379,694,626,68,366
80686,4087657311,1289611087,344,280,64,364
77450,4236042049,1324093165,581,518,63,363
54301,3879365226,1257150322,356,294,62,362
8891,3881211173,1257374720,350,286,64,360
59684,4180055625,1309289025,378,310,68,360
19346,4023548278,1277588806,325,259,66,358
52320,3837504982,1251065925,190,131,59,358
19354,3837504984,1251065936,190,131,59,358
48641,3879903034,1257267896,332,264,68,358
22992,4113742286,1292920974,325,259,66,358
78442,4046437917,1280694403,424,357,67,357
49673,4116507046,1293174770,339,287,52,356
61996,4116507047,1293174783,339,287,52,356
69035,4030630163,1278214613,211,146,65,353
67611,4060915291,1301425679,409,345,64,353
6521,3871169078,1255814981,409,348,61,352
50461,4087624309,1289224203,409,349,60,351
41205,3969432850,1270226411,427,366,61,350
16314,3879901986,1257261043,313,253,60,350
42703,3908875514,1262536834,429,368,61,350
15679,3972430784,1270652940,357,295,62,348
4389,4217911749,1318281515,304,244,60,348
84484,3682519042,1233854060,300,240,60,348
79790,4217910253,1318271095,301,241,60,348
6826,3735613173,1239233967,298,238,60,348
33562,3957797038,1269436214,300,240,60,348
42331,3935696744,1265928940,299,239,60,348
34720,4030630796,1278214746,194,132,62,344
19649,3682521268,1233856549,386,323,63,342
64471,4012659985,1276287285,546,493,53,340
57773,4137060382,1297757569,409,344,65,339
70274,4026083224,1277782235,169,113,56,338
11060,4157458260,1303073211,170,108,62,338
73988,4008563396,1275773375,409,343,66,337
10226,3838146912,1251219328,204,148,56,336
58837,3748206649,1240727935,331,261,70,336
29655,3566351487,1221766477,331,261,70,336
72507,4030621104,1278224003,195,138,57,336
52823,4211319376,1316966475,280,226,54,336
27565,4088659364,1289580037,556,494,62,335
60041,3775265457,1243763072,555,493,62,335
38508,4181951175,1310041467,318,256,62,334
84815,4145581726,1300296894,341,285,56,334
81470,3566351653,1221766958,401,329,72,333
36251,3974745673,1270975248,303,249,54,332
6235,4058944674,1282774177,303,249,54,332
13131,4139571917,1299226835,186,120,66,330
20751,3490669938,1217176441,142,83,59,329
41537,3893197865,1260348924,460,402,58,328
23933,3885604103,1258515168,300,212,88,328
34853,3836884807,1250925064,414,361,53,327
70797,4017685280,1285874865,448,390,58,324
19127,3957848119,1269490209,216,160,56,324
22111,4077203298,1287458363,216,160,56,324
51860,4022748305,1277463011,216,160,56,324
45228,3957848121,1269490213,216,160,56,324
37683,3923104279,1264049600,330,268,62,324
73381,3957848109,1269490181,216,160,56,324
5263,3872861877,1256024601,216,160,56,324
49392,3941581086,1267072914,127,70,57,324
63120,4077203320,1287458646,216,160,56,324
23065,4037582440,1279158719,318,260,58,320
82801,3868623981,1255278279,301,243,58,320
30172,4026075559,1277771906,186,124,62,319
18433,4213276585,1317477414,396,334,62,318
48562,3972427238,1270600053,333,277,56,316
51478,4061479011,1283495620,391,327,64,315
35248,4037580962,1279142856,413,355,58,314
66200,4234091350,1323884532,256,205,51,313
64975,835322805,1041950470,177,124,53,312
21065,4211720263,1317310689,313,265,48,312
70142,4177822536,1308742052,322,264,58,312
72617,4045004865,1280502657,428,370,58,311
12508,4079553342,1287935951,323,259,64,310
64942,4205114522,1315411083,193,163,30,310
66474,4030633057,1278215194,180,125,55,309
51730,3955093002,1269077864,299,247,52,308
64586,3005786961,1182180659,132,79,53,307
84055,4197668897,1313372605,570,505,65,307
49007,3989893171,1272516851,379,324,55,304
84186,3879891815,1257245713,337,286,51,304
35880,4181962032,1310078790,537,471,66,304
40780,4044748214,1280433692,367,314,53,303
33526,4026082471,1277781643,193,132,61,303
77268,4195543032,1312599456,315,261,54,302
33756,3854433404,1253120115,168,114,54,300
48755,4006485545,1275462255,366,313,53,299
8437,3959991667,1269576567,334,284,50,299
44550,3837274789,1251006629,284,226,58,298
51684,3837504422,1251065112,187,134,53,298
25069,3846831307,1252120315,276,218,58,298
46311,835322761,1041950284,173,121,52,297
80595,4026811503,1277842990,242,192,50,297
33797,3861790361,1254545282,381,328,53,297
72556,4102987798,1291662856,394,336,58,296
26731,4040046760,1279554349,350,302,48,296
20524,4057662257,1282552339,381,327,54,294
45136,4234091228,1323883141,359,310,49,293
16818,4012665478,1276329358,316,258,58,292
23714,3937634686,1266214875,486,440,46,292
80830,165172634,919556832,222,173,49,291
76357,4181904170,1311129567,368,317,51,291
71459,4171236357,1307375353,378,323,55,290
20797,4167127475,1306069150,348,298,50,289
58481,4167128366,1306077156,348,298,50,289
3835,4030619647,1278204980,163,110,53,289
23018,1051635069,1041950908,163,106,57,288
78669,4212780195,1317382459,212,168,44,288
12374,4184608523,1310876825,354,306,48,288
74750,3955111957,1269067535,274,220,54,286
31204,4227460292,1321681772,272,218,54,286
21933,3989839271,1272678442,274,220,54,286
57811,4194036543,1312447084,384,331,53,286
30582,3921185233,1263819395,275,221,54,286
1209,4150995379,1301518612,367,309,58,285
45139,4042486767,1280129211,211,160,51,284
25004,3894925711,1260244916,365,314,51,284
74501,4013272951,1276431833,427,367,60,283
76575,4026081957,1277781180,162,115,47,282
53544,4145469443,1300263074,311,255,56,282
68861,4056049612,1282342051,471,421,50,280
31391,4008680733,1275786606,406,348,58,278
74340,4235886691,1323996233,340,299,41,273
9020,4235886688,1323996213,340,299,41,273
35566,3834850898,1250676595,230,180,50,272
28585,4150999300,1301558395,487,433,54,272
5891,4234147030,1323679165,351,303,48,271
82076,3846831477,1252121120,265,213,52,271
54960,3989892064,1272494978,280,234,46,270
14791,3989840292,1272684523,274,228,46,266
79773,4050855710,1281413490,350,304,46,265
75238,3879365302,1257150925,133,87,46,262
78756,3716304930,1237273984,359,311,48,262
42273,3856249869,1253338368,258,209,49,259
51084,4085949987,1288938088,321,267,54,258
28730,4057635335,1282541604,683,632,51,257
38026,4026075827,1277773573,137,96,41,257
42272,3604830884,1227032284,322,275,47,256
41829,4026078172,1277775002,156,115,41,256
6166,4181961983,1310078060,199,148,51,254
45195,4150998037,1301542840,519,475,44,253
15321,4186472499,1311213923,521,477,44,253
37797,4151250123,1301315776,397,347,50,253
33269,3881467701,1257455846,347,301,46,252
76756,4079556562,1288108272,356,304,52,250
82242,4046495440,1280709173,536,486,50,250
75626,4061476681,1283474221,356,304,52,250
71237,3856527007,1253484595,344,304,40,248
5237,4026078191,1277775057,153,113,40,247
51855,4193924384,1312277081,305,261,44,246
77567,4145469268,1300260663,284,238,46,246
5428,3885539514,1258669819,349,307,42,245
24944,4231849956,1323444425,352,310,42,245
67277,3885541657,1258670936,353,311,42,245
61768,4231849782,1323442852,349,307,42,245
15956,4012703771,1276322828,352,310,42,245
17701,3992790363,1273757205,349,307,42,245
19911,3992794225,1273762253,354,312,42,245
38049,4231850300,1323450436,352,310,42,245
54235,4127724771,1295949401,352,310,42,245
8498,4127726866,1295969768,351,309,42,245
22979,3992784737,1273748536,354,312,42,245
8214,4127729286,1295987254,349,307,42,245
35620,4127729272,1295987237,349,307,42,245
51899,3881993477,1257668350,354,312,42,245
56963,4231849756,1323442174,349,307,42,245
7885,4127729169,1295986756,349,307,42,245
64896,4127721341,1295923271,315,273,42,241
50331,4007156440,1275642193,380,331,49,240
56321,3881234501,1257541141,352,308,44,240
8841,3490668387,1217174207,123,82,41,240
44744,4004090003,1275158381,349,307,42,239
44046,4003845194,1275091163,349,307,42,239
4952,4004091201,1275165298,351,309,42,239
7746,4004090291,1275159954,352,310,42,239
79150,4004089929,1275158254,349,307,42,239
73985,4004084287,1275113979,354,312,42,239
51787,3881319379,1257405727,283,243,40,238
24657,3894931378,1260315985,340,300,40,238
82595,3976959763,1271561258,249,204,45,238
82526,4030623135,1278224792,143,105,38,238
67292,4146735862,1300463563,341,301,40,237
26952,4146735949,1300464522,344,304,40,237
78909,4146736848,1300479634,346,306,40,237
56415,4146736297,1300469184,344,304,40,237
4977,4146736014,1300465981,344,304,40,237
6803,3962436043,1269778152,346,306,40,237
77216,4146735798,1300462988,341,301,40,237
66142,4146736304,1300469465,344,304,40,237
25177,4076850051,1287508354,334,295,39,235
58276,4076595192,1287498066,338,299,39,235
80722,4076845502,1287416413,339,300,39,235
47709,4076976740,1286970645,335,296,39,235
34586,4010225408,1276060558,536,493,43,233
41083,3995345812,1273875442,306,268,38,231
31386,4010225414,1276060693,528,487,41,229
33494,4079406972,1287829092,428,384,44,229
45745,4012862014,1276346412,393,349,44,228
22218,4019799840,1277510500,331,295,36,227
31481,4010225412,1276060641,528,487,41,224
36430,4181904615,1311161406,309,275,34,223
3357,4181904616,1311161448,309,275,34,223
45046,3748042248,1240555572,340,305,35,223
23654,4017680685,1285863481,333,296,37,223
9056,4012611037,1276283192,293,257,36,220
35371,3942319174,1267321656,259,213,46,220
22354,3960069936,1269623870,365,324,41,218
15097,3935902387,1266169647,252,210,42,216
15937,4095304596,1290636627,544,497,47,216
32002,3906641565,1262368443,316,277,39,215
60589,4026082742,1277781909,124,88,36,215
30531,4010225368,1276059214,485,441,44,214
22036,1711733586,1100085538,449,411,38,211
62401,3959992097,1269581303,246,204,42,208
81676,4026082105,1277781290,149,108,41,206
57441,4197669061,1313375727,241,199,42,206
62085,3785102814,1244548459,520,479,41,205
82932,3604250492,1226767489,320,282,38,205
62534,4071960744,1286014706,225,191,34,204
83000,3895298303,1260735665,313,281,32,203
70232,4074696499,1286842907,200,170,30,202
37417,3775997583,1243785559,179,138,41,201
20091,3797080729,1246081926,394,353,41,200
600,4017685510,1285875884,592,552,40,200
59981,3849187617,1252446984,150,110,40,199
25793,3849187621,1252446993,87,49,38,199
5776,4235888309,1324021105,344,308,36,198
2635,4235888310,1324021152,344,308,36,198
7573,3775997579,1243785551,92,58,34,196
69254,3990246482,1272581421,68,37,31,196
34908,4151063010,1301453575,322,291,31,195
23397,4040441644,1279680614,746,700,46,193
48497,3837274684,1250997460,243,203,40,193
80202,3775997572,1243785537,158,123,35,193
45928,3837274716,1250999072,243,203,40,193
75671,3775997576,1243785545,192,160,32,192
81741,4213489054,1317518679,321,288,33,192
34750,3837505071,1251066089,132,100,32,190
6751,4168612579,1306489514,341,310,31,186
11082,3050493333,1187499571,116,82,34,185
28929,3837274721,1250999481,237,200,37,184
71772,388574944,1002973507,365,337,28,183
48529,3877875837,1257066449,236,200,36,181
21992,1711732968,1100070481,257,224,33,181
80739,4211077023,1316921736,236,200,36,181
51820,3849187618,1252446986,69,36,33,181
46523,3955112083,1269068514,236,200,36,181
48520,3874332583,1256694342,233,197,36,181
80609,3775997586,1243785565,71,37,34,179
3613,3976677037,1271243169,466,439,27,179
68961,4184528398,1310652712,335,298,37,179
72798,4168955911,1306807119,176,143,33,178
40928,3775997587,1243785567,69,36,33,176
46323,4116742187,1293302212,249,211,38,176
66838,3490668440,1217174510,60,36,24,175
79485,4171235643,1307365840,357,326,31,173
2252,1711734596,1100065022,325,292,33,172
49207,3883457038,1258674580,295,266,29,172
56770,4202301682,1314375147,344,311,33,172
71073,1155935077,1066758336,150,123,27,172
42301,4177585898,1308667457,175,142,33,171
71326,4202305460,1314588517,330,297,33,171
82873,3775997578,1243785549,206,172,34,170
3807,3775997580,1243785553,172,145,27,168
3660,4013272515,1276429846,336,308,28,168
39766,4013272084,1276427586,336,308,28,168
53220,3775997582,1243785557,76,47,29,163
2746,3604510811,1226861222,209,184,25,161
5844,3831236193,1250256880,282,257,25,157
62390,3566351488,1221766481,320,288,32,149
29896,3905965840,1262203855,500,469,31,149
82717,3990161712,1272727899,233,200,33,148
840,3849187620,1252446991,61,32,29,148
15904,3930248925,1265327674,480,455,25,147
25129,3930249139,1265329338,479,454,25,147
33994,4130472959,1296398891,179,155,24,142
51936,4061476572,1283471825,184,158,26,141
53024,81676204,1318498388,111,90,21,139
46049,3838147864,1251219977,114,90,24,139
4526,2981068329,1178126653,63,41,22,138
4599,3775997581,1243785555,51,27,24,135
3542,4057848218,1282625781,325,301,24,134
56487,3951007094,1268433815,325,301,24,134
81928,4184607886,1310866695,301,277,24,133
45652,4087637084,1289287594,201,178,23,131
64657,4010220689,1275984146,182,159,23,131
60793,4026078500,1277775563,112,89,23,131
53459,4010220684,1275984028,178,155,23,131
56280,3883457315,1258682956,188,165,23,131
54970,91103195,857305295,551,528,23,127
2031,3775997573,1243785539,49,26,23,126
84426,3775997571,1243785535,51,28,23,126
26080,2035478924,1121420143,99,77,22,124
82104,4197665666,1313347444,171,151,20,124
74087,4150998837,1301550732,267,245,22,120
58747,4042587377,1279994296,268,246,22,120
81188,4213267978,1317709824,217,192,25,118
9966,3906636303,1262293861,306,284,22,117
63364,3635719800,1230269627,435,415,20,117
44798,1051635005,1041951126,95,73,22,117
41548,3883426299,1258349128,304,285,19,111
53969,3879365260,1257150660,322,306,16,109
12298,1146460907,1065104332,37,22,15,108
208,873435157,1138907659,80,61,19,105
61708,3879890112,1257230661,253,238,15,104
